1	9,98
2	10,97
3	14,80
4	22,47
5	22,01
6	18,07
7	26,36
8	29,32
9	24,15
10	26,96
11	26,68
12	25,49
13	23,42
14	31,40
15	23,61
16	34,66
17	29,84
18	31,95
19	25,59
20	26,30
21	29,24
22	29,39
23	28,30
24	31,44
25	26,73
26	31,77
27	32,94
28	30,17
29	37,27
30	25,66
31	30,77
32	35,65
33	30,09
34	32,57
35	30,82
36	32,04
37	32,85
38	30,79
39	31,73
40	34,73
41	34,83
42	34,94
43	31,06
44	32,29
45	29,35
46	29,13
47	35,25
48	32,92
49	34,96
50	33,68
51	37,31
52	30,89
53	32,70
54	35,37
55	31,89
56	35,27
57	37,76
58	31,29
59	34,49
60	34,35
61	28,02
62	35,86
63	31,82
64	30,63
65	29,77
66	33,65
67	37,06
68	28,78
69	35,68
70	32,80
71	40,46
72	32,23
73	34,52
74	33,84
75	28,99
76	36,93
77	26,73
78	38,17
79	31,00
80	29,93
81	30,22
82	37,22
83	33,29
84	33,65
85	39,48
86	24,31
87	34,90
88	34,27
89	25,02
90	34,95
91	30,30
92	40,18
93	32,29
94	24,73
95	41,32
96	30,29
97	32,10
98	29,33
99	32,31
100	28,42
101	40,88
102	34,02
103	26,02
104	33,66
105	38,98
106	34,10
107	27,13
108	38,32
109	34,02
110	32,57
111	25,81
112	33,09
113	35,38
114	28,56
115	30,05
116	25,04
117	35,15
118	28,01
119	25,57
120	32,79
121	27,72
122	36,62
123	31,44
124	22,21
125	38,37
126	31,14
127	26,89
128	33,82
129	30,58
130	31,40
131	31,06
132	36,31
133	34,34
134	32,53
135	34,08
136	28,29
137	36,58
138	25,62
139	28,36
140	33,93
141	31,09
142	23,92
143	35,42
144	31,51
145	28,01
146	28,01
147	28,88
148	30,69
149	33,65
150	30,62
151	29,42
152	29,94
153	29,50
154	33,38
155	32,94
156	23,01
157	26,50
158	28,05
159	33,85
160	24,69
161	32,16
162	21,92
163	33,01
164	29,28
165	31,47
166	26,23
167	21,45
168	35,08
169	25,46
170	27,48
171	27,03
172	15,08
173	23,69
174	28,74
175	12,04
176	33,32
177	26,54
178	33,79
179	26,85
180	24,51
181	29,61
182	31,56
183	30,88
184	28,60
185	22,95
186	36,74
187	34,17
188	27,68
189	32,64
190	30,46
191	18,45
192	20,92
193	26,18
194	24,29
195	29,06
196	25,24
197	31,89
198	21,89
199	26,08
200	18,83
201	28,38
202	19,18
203	25,08
204	32,43
205	14,08
206	30,47
207	20,38
208	30,75
209	24,15
210	21,39
211	22,39
212	16,76
213	31,61
214	17,96
215	26,72
216	23,52
217	18,68
218	28,93
219	23,33
220	18,32
221	25,55
222	14,46
223	27,70
224	17,16
225	19,93
226	24,17
227	13,57
228	26,35
229	21,96
230	13,62
231	23,88
232	21,14
233	15,85
234	22,14
235	14,78
236	31,01
237	15,10
238	23,85
239	19,92
240	22,45
241	24,22
242	24,43
243	21,31
244	18,01
245	23,08
246	18,76
247	16,61
248	17,36
249	17,10
250	20,36
251	18,25
252	13,33
253	18,61
254	24,38
255	16,47
256	28,37
257	15,64
258	23,97
259	21,76
260	23,81
261	23,05
262	19,60
263	16,39
264	23,52
265	24,60
266	21,58
267	14,99
268	21,93
269	18,20
270	22,65
271	16,07
272	20,20
273	16,96
274	19,81
275	27,30
276	20,70
277	24,44
278	14,75
279	24,34
280	23,00
281	23,09
282	22,78
283	25,49
284	21,22
285	22,52
286	18,77
287	22,75
288	16,00
289	21,41
290	18,32
291	21,66
292	22,10
293	25,13
294	20,25
295	25,89
296	20,78
297	26,32
298	22,68
299	22,99
300	26,00
301	17,06
302	30,01
303	22,02
304	20,20
305	26,98
306	16,26
307	24,35
308	16,60
309	22,63
310	21,65
311	11,88
312	17,19
313	20,15
314	21,34
315	28,38
316	18,19
317	33,11
318	22,78
319	22,73
320	25,61
321	21,93
322	19,80
323	25,48
324	24,77
325	25,73
326	19,14
327	18,43
328	21,29
329	23,76
330	24,45
331	20,72
332	19,20
333	31,53
334	23,49
335	27,76
336	21,69
337	25,20
338	23,96
339	27,44
340	27,46
341	25,36
342	26,43
343	22,33
344	29,04
345	24,82
346	26,31
347	22,04
348	25,86
349	23,83
350	28,10
351	23,19
352	27,03
353	24,30
354	26,58
355	25,00
356	20,77
357	24,91
358	24,42
359	25,87
360	24,36
361	27,89
362	26,53
363	22,01
364	26,92
365	29,36
366	23,12
367	31,21
368	28,51
369	25,06
370	23,37
371	32,47
372	22,13
373	33,05
374	23,94
375	29,21
376	25,07
377	26,49
378	28,24
379	21,21
380	21,67
381	26,60
382	28,61
383	23,53
384	31,34
385	21,80
386	23,20
387	28,07
388	22,81
389	19,33
390	28,33
391	18,22
392	29,72
393	19,11
394	29,58
395	23,89
396	20,57
397	25,46
398	21,27
399	23,71
	
	
