1       0
2       0
3       0
4       0
5       0
6       0
7       0
8       0
9       0
10      0
11      0
12	15,47
13	12,32
14	15,36
15	17,49
16	19,05
17	18,10
18	17,56
19	22,14
20	13,67
21	17,69
22	16,12
23	17,59
24	22,07
25	18,71
26	20,95
27	12,45
28	18,84
29	21,29
30	18,98
31	19,34
32	23,11
33	19,16
34	12,15
35	22,69
36	21,64
37	26,67
38	12,07
39	30,24
40	20,63
41	17,58
42	27,05
43	18,07
44	19,35
45	26,83
46	15,29
47	18,39
48	27,08
49	19,98
50	17,70
51	24,24
52	18,20
53	19,87
54	24,66
55	21,93
56	24,23
57	18,04
58	27,00
59	21,17
60	18,72
61	25,13
62	23,00
63	21,12
64	15,61
65	27,07
66	22,10
67	17,34
68	24,34
69	19,45
70	23,72
71	15,99
72	22,85
73	23,91
74	21,93
75	12,91
76	24,87
77	19,76
78	21,42
79	21,12
80	22,21
81	20,36
82	21,68
83	21,37
84	23,02
85	23,79
86	15,00
87	25,59
88	18,66
89	22,38
90	20,44
91	22,93
92	18,29
93	21,51
94	21,66
95	24,70
96	20,31
97	21,65
98	23,21
99	17,93
100	23,08
101	18,22
102	22,49
103	17,24
104	19,74
105	20,79
106	19,85
107	20,37
108	16,57
109	21,71
110	22,36
111	21,68
112	15,49
113	23,21
114	19,46
115	16,67
116	23,03
117	22,58
118	20,27
119	18,81
120	20,32
121	20,67
122	24,65
123	17,22
124	21,18
125	21,71
126	21,30
127	16,62
128	21,79
129	22,16
130	19,85
131	20,99
132	20,01
133	20,10
134	20,10
135	19,93
136	20,95
137	20,67
138	17,73
139	19,91
140	17,42
141	15,34
142	25,50
143	18,58
144	15,29
145	19,23
146	22,05
147	18,22
148	14,81
149	21,92
150	15,88
151	17,87
152	17,82
153	18,00
154	18,87
155	17,42
156	16,81
157	20,04
158	16,10
159	13,94
160	22,38
161	16,73
162	19,98
163	17,80
164	16,44
165	16,06
166	19,43
167	17,82
168	17,17
169	18,71
170	19,05
171	18,94
172	18,90
173	19,96
174	20,14
175	17,35
176	14,87
177	20,71
178	17,07
179	18,08
180	17,61
181	17,93
182	13,45
183	11,18
184	19,85
185	16,09
186	11,95
187	24,43
188	13,98
189	12,31
190	23,43
191	14,30
192	16,90
193	16,53
194	15,02
195	18,66
196	15,28
197	14,13
198	14,69
199	21,56
200	17,64
201	19,87
202	15,83
203	15,06
204	18,47
205	13,46
206	18,43
207	18,49
208	16,68
209	10,16
210	16,31
211	16,64
212	16,33
213	17,37
214	16,02
215	21,41
216	17,22
217	9,85
218	17,95
219	21,92
220	11,56
221	20,91
222	17,19
223	16,31
224	15,51
225	20,40
226	15,34
227	12,52
228	21,87
229	14,98
230	14,89
231	15,04
232	19,48
233	19,42
234	14,92
235	16,08
236	17,84
237	10,72
238	19,37
239	18,20
240	16,81
241	19,32
242	17,99
243	14,58
244	20,69
245	13,65
246	17,96
247	14,60
248	17,85
249	15,54
250	12,82
251	17,47
252	12,29
253	19,53
254	15,29
255	13,88
256	12,34
257	16,18
258	15,27
259	8,52
260	21,91
261	11,75
262	14,26
263	15,65
264	15,21
265	14,41
266	13,61
267	17,26
268	15,38
269	16,16
270	16,32
271	11,56
272	16,26
273	14,69
274	16,45
275	13,75
276	15,95
277	14,31
278	13,58
279	13,62
280	12,73
281	17,17
282	12,55
283	17,57
284	13,36
285	12,90
286	15,42
287	16,62
288	9,54
289	17,32
290	12,64
291	16,12
292	12,54
293	13,68
294	12,04
295	12,85
296	10,76
297	16,00
298	7,32
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
