1	3,58
2	7,83
3	15,11
4	11,05
5	13,74
6	10,78
7	20,59
8	28,97
9	24,95
10	29,67
11	22,67
12	36,44
13	25,79
14	34,96
15	32,68
16	32,08
17	29,02
18	30,64
19	30,54
20	40,47
21	24,27
22	39,95
23	26,41
24	28,46
25	38,90
26	31,29
27	37,64
28	32,99
29	36,90
30	37,74
31	34,80
32	31,16
33	38,51
34	29,88
35	35,98
36	39,29
37	33,84
38	35,59
39	39,99
40	27,44
41	39,00
42	35,93
43	31,63
44	41,33
45	30,10
46	35,78
47	30,14
48	43,72
49	33,05
50	34,24
51	35,91
52	30,85
53	36,93
54	34,94
55	37,52
56	28,63
57	40,21
58	33,61
59	28,24
60	36,05
61	36,73
62	36,36
63	29,31
64	36,64
65	33,86
66	35,20
67	36,71
68	37,00
69	35,79
70	29,97
71	38,30
72	31,35
73	33,41
74	34,20
75	34,48
76	34,52
77	31,43
78	32,82
79	31,44
80	33,17
81	32,58
82	31,89
83	32,94
84	33,24
85	32,09
86	30,37
87	29,02
88	35,66
89	31,96
90	32,52
91	31,12
92	31,00
93	31,50
94	33,17
95	31,48
96	28,48
97	29,09
98	28,99
99	25,39
100	37,97
101	26,60
102	32,22
103	28,82
104	31,10
105	28,13
106	32,14
107	29,48
108	30,48
109	29,68
110	32,96
111	26,66
112	36,44
113	29,12
114	34,74
115	31,73
116	30,04
117	31,86
118	35,36
119	31,11
120	33,19
121	33,40
122	24,45
123	33,23
124	33,65
125	30,36
126	30,15
127	27,27
128	29,51
129	29,24
130	30,70
131	29,89
132	29,28
133	29,80
134	27,86
135	31,36
136	27,22
137	32,67
138	28,73
139	29,97
140	30,67
141	30,96
142	30,90
143	29,11
144	27,30
145	25,81
146	21,64
147	27,81
148	24,70
149	23,07
150	25,63
151	23,80
152	23,92
153	30,14
154	28,19
155	22,51
156	24,58
157	25,54
158	21,07
159	26,83
160	25,33
161	25,72
162	32,66
163	19,04
164	30,40
165	21,45
166	28,36
167	22,86
168	24,03
169	26,44
170	25,28
171	22,54
172	18,49
173	24,60
174	26,76
175	20,80
176	29,78
177	18,57
178	30,02
179	24,79
180	26,90
181	18,92
182	29,96
183	23,04
184	24,76
185	18,87
186	23,59
187	24,88
188	25,67
189	23,06
190	20,48
191	25,84
192	20,72
193	21,86
194	22,82
195	25,58
196	20,56
197	25,57
198	18,60
199	25,29
200	23,73
201	25,38
202	23,24
203	23,24
204	21,92
205	23,39
206	23,87
207	23,70
208	18,11
209	28,66
210	22,03
211	23,98
212	21,65
213	18,41
214	25,62
215	17,92
216	23,62
217	25,19
218	17,93
219	18,39
220	25,72
221	22,74
222	21,61
223	23,57
224	22,83
225	21,68
226	21,00
227	26,10
228	24,21
229	21,86
230	21,59
231	20,95
232	18,16
233	22,26
234	22,76
235	21,32
236	24,62
237	22,14
238	20,08
239	22,24
240	22,25
241	24,61
242	11,83
243	32,58
244	20,70
245	21,11
246	21,72
247	19,54
248	21,06
249	21,11
250	19,91
251	21,23
252	20,62
253	21,16
254	21,46
255	21,15
256	19,29
257	20,30
258	20,65
259	21,21
260	20,07
261	19,28
262	17,29
263	21,34
264	20,89
265	18,67
266	13,66
267	19,42
268	17,52
269	14,17
270	21,05
271	18,76
272	17,25
273	16,02
274	15,87
275	17,77
276	20,48
277	14,16
278	14,24
279	17,66
280	16,40
281	15,04
282	15,08
283	15,86
284	14,12
285	15,09
286	14,39
287	14,78
288	12,85
289	7,37
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
