8941			01/01/2010		
3532			01/01/2010		
3140			01/01/2010		
1			01/01/2010		
3507			01/01/2010		
3509			01/01/2010		
3500			01/01/2010		
3230			01/01/2010		
4994			01/01/2010		
3216			01/01/2010		
3138			01/01/2010		
5004			01/01/2010		
3166			01/01/2010		
17			01/01/2010		
3514			01/01/2010		
4965			01/01/2010		
3524			01/01/2010		
3541			01/01/2010		
3517			01/01/2010		
8949			01/01/2010		
4978			01/01/2010		
4997			01/01/2010		
4990			01/01/2010		
8959			01/01/2010		
3505			01/01/2010		
8933			01/01/2010		
8936			01/01/2010		
3536			01/01/2010		
8946			01/01/2010		
4977			01/01/2010		
3133			01/01/2010		
3537			01/01/2010		
3504			01/01/2010		
9			01/01/2010		
14			01/01/2010		
4971			01/01/2010		
3129			01/01/2010		
3495			01/01/2010		
3227			01/01/2010		
7			01/01/2010		
8970			01/01/2010		
8932			01/01/2010		
3140			02/01/2010		
17			02/01/2010		
3216			02/01/2010		
3495			02/01/2010		
4977			02/01/2010		
3504			02/01/2010		
1			02/01/2010		
3500			02/01/2010		
3541			02/01/2010		
3532			02/01/2010		
3227			02/01/2010		
8936			02/01/2010		
8946			02/01/2010		
14			02/01/2010		
3505			02/01/2010		
3133			02/01/2010		
3517			02/01/2010		
4994			02/01/2010		
4978			02/01/2010		
3129			02/01/2010		
4971			02/01/2010		
4997			02/01/2010		
3230			02/01/2010		
3138			02/01/2010		
5004			02/01/2010		
4990			02/01/2010		
3166			02/01/2010		
8941			02/01/2010		
4965			02/01/2010		
8970			02/01/2010		
7			02/01/2010		
3537			02/01/2010		
8932			02/01/2010		
3524			02/01/2010		
3536			02/01/2010		
8949			02/01/2010		
3509			02/01/2010		
3514			02/01/2010		
9			02/01/2010		
8933			02/01/2010		
8959			02/01/2010		
3507			02/01/2010		
3140			03/01/2010		
5004			03/01/2010		
3532			03/01/2010		
8970			03/01/2010		
4990			03/01/2010		
3138			03/01/2010		
4978			03/01/2010		
8959			03/01/2010		
3500			03/01/2010		
7			03/01/2010		
3509			03/01/2010		
3524			03/01/2010		
3514			03/01/2010		
